name,type,start_time,duration,"mosi","miso"
"SPI","result",0.038276542,0.000024042,0x00,0xFF
"SPI","result",0.038315833,0.000024042,0x00,0xFF
"SPI","result",0.038355042,0.000024042,0x00,0xFF
"SPI","result",0.038394292,0.000024042,0x00,0xFF
"SPI","result",0.038433542,0.000024042,0x01,0xFF
"SPI","result",0.038472875,0.000024083,0xFF,0xFF
"SPI","result",0.038512375,0.000024042,0xFF,0x01
"SPI","disable",0.038544292,0.000000042,,
"SPI","enable",0.038584625,0.000000042,,
"SPI","result",0.038593083,0.000024042,0xFF,0xFF
"SPI","result",0.03863275,0.000024042,0xFF,0xFF
"SPI","result",0.038672875,0.000024042,0x69,0xFF
"SPI","result",0.038712083,0.000024042,0x40,0xFF
"SPI","result",0.038751375,0.000024042,0x00,0xFF
"SPI","result",0.038790583,0.000024042,0x00,0xFF
"SPI","result",0.038829833,0.000024042,0x00,0xFF
"SPI","result",0.038869083,0.000024042,0x01,0xFF
"SPI","result",0.038908417,0.000024042,0xFF,0xFF
"SPI","result",0.038947917,0.000024042,0xFF,0x01
"SPI","disable",0.038981,0.000000042,,
"SPI","enable",0.039021292,0.000000042,,
"SPI","result",0.03902975,0.000024042,0xFF,0xFF
"SPI","result",0.039069375,0.000024042,0xFF,0xFF
"SPI","result",0.039109542,0.000024042,0x77,0xFF
"SPI","result",0.03914875,0.000024042,0x00,0xFF
"SPI","result",0.039188,0.000024042,0x00,0xFF
"SPI","result",0.039227208,0.000024042,0x00,0xFF
"SPI","result",0.0392665,0.000024042,0x00,0xFF
"SPI","result",0.03930575,0.000024042,0x01,0xFF
"SPI","result",0.039345083,0.000024042,0xFF,0xFF
"SPI","result",0.039384583,0.000024,0xFF,0x01
"SPI","disable",0.039416667,0.000000042,,
"SPI","enable",0.039456958,0.000000042,,
"SPI","result",0.039465417,0.000024042,0xFF,0xFF
"SPI","result",0.039505083,0.000024,0xFF,0xFF
"SPI","result",0.039545,0.000024042,0x69,0xFF
"SPI","result",0.039584208,0.000024042,0x40,0xFF
"SPI","result",0.0396235,0.000024,0x00,0xFF
"SPI","result",0.039662667,0.000024042,0x00,0xFF
"SPI","result",0.039701917,0.000024042,0x00,0xFF
"SPI","result",0.039741167,0.000024042,0x01,0xFF
"SPI","result",0.0397805,0.000024042,0xFF,0xFF
"SPI","result",0.03982,0.000024042,0xFF,0x01
"SPI","disable",0.039853083,0.000000042,,
"SPI","enable",0.039893333,0.000000042,,
"SPI","result",0.039901792,0.000024042,0xFF,0xFF
"SPI","result",0.039941458,0.000024042,0xFF,0xFF
"SPI","result",0.039981583,0.000024042,0x77,0xFF
"SPI","result",0.040020792,0.000024042,0x00,0xFF
"SPI","result",0.040060042,0.000024042,0x00,0xFF
"SPI","result",0.04009925,0.000024042,0x00,0xFF
"SPI","result",0.0401385,0.000024042,0x00,0xFF
"SPI","result",0.040177792,0.000024042,0x01,0xFF
"SPI","result",0.040217125,0.000024042,0xFF,0xFF
"SPI","result",0.040256625,0.000024042,0xFF,0x01
"SPI","disable",0.040288708,0.000000042,,
"SPI","enable",0.040329,0.000000042,,
"SPI","result",0.0403375,0.000024,0xFF,0xFF
"SPI","result",0.040377125,0.000024042,0xFF,0xFF
"SPI","result",0.04041725,0.000024042,0x69,0xFF
"SPI","result",0.040456458,0.000024042,0x40,0xFF
"SPI","result",0.040495708,0.000024042,0x00,0xFF
"SPI","result",0.040535708,0.000024042,0x00,0xFF
"SPI","result",0.040574958,0.000024042,0x00,0xFF
"SPI","result",0.040614208,0.000024042,0x01,0xFF
"SPI","result",0.040653542,0.000024042,0xFF,0xFF
"SPI","result",0.040693042,0.000024042,0xFF,0x01
"SPI","disable",0.040726125,0.000000042,,
"SPI","enable",0.040766417,0.000000042,,
"SPI","result",0.040774875,0.000024042,0xFF,0xFF
"SPI","result",0.040814542,0.000024042,0xFF,0xFF
"SPI","result",0.040854667,0.000024042,0x77,0xFF
"SPI","result",0.040893875,0.000024042,0x00,0xFF
"SPI","result",0.040933125,0.000024042,0x00,0xFF
"SPI","result",0.040972333,0.000024042,0x00,0xFF
"SPI","result",0.041011583,0.000024042,0x00,0xFF
"SPI","result",0.041050875,0.000024042,0x01,0xFF
"SPI","result",0.041090208,0.000024042,0xFF,0xFF
"SPI","result",0.041129667,0.000024042,0xFF,0x01
"SPI","disable",0.04116175,0.000000042,,
"SPI","enable",0.041202083,0.000000042,,
"SPI","result",0.041210542,0.000024042,0xFF,0xFF
"SPI","result",0.041250208,0.000024042,0xFF,0xFF
"SPI","result",0.041290333,0.000024042,0x69,0xFF
"SPI","result",0.041329542,0.000024042,0x40,0xFF
"SPI","result",0.041368833,0.000024042,0x00,0xFF
"SPI","result",0.041408042,0.000024042,0x00,0xFF
"SPI","result",0.041447292,0.000024042,0x00,0xFF
"SPI","result",0.041486542,0.000024042,0x01,0xFF
"SPI","result",0.041525875,0.000024042,0xFF,0xFF
"SPI","result",0.041565167,0.000024042,0xFF,0x01
"SPI","disable",0.04159825,0.000000042,,
"SPI","enable",0.0416385,0.000000042,,
"SPI","result",0.041647,0.000024,0xFF,0xFF
"SPI","result",0.041686625,0.000024042,0xFF,0xFF
"SPI","result",0.04172675,0.000024042,0x77,0xFF
"SPI","result",0.041765958,0.000024042,0x00,0xFF
"SPI","result",0.041805208,0.000024042,0x00,0xFF
"SPI","result",0.041844417,0.000024042,0x00,0xFF
"SPI","result",0.041883667,0.000024042,0x00,0xFF
"SPI","result",0.041922917,0.000024042,0x01,0xFF
"SPI","result",0.04196225,0.000024042,0xFF,0xFF
"SPI","result",0.04200175,0.000024042,0xFF,0x01
"SPI","disable",0.042033833,0.000000042,,
"SPI","enable",0.042074125,0.000000042,,
"SPI","result",0.042082625,0.000024042,0xFF,0xFF
"SPI","result",0.04212225,0.000024042,0xFF,0xFF
"SPI","result",0.042162417,0.000024042,0x69,0xFF
"SPI","result",0.042201625,0.000024042,0x40,0xFF
"SPI","result",0.042240875,0.000024042,0x00,0xFF
"SPI","result",0.042280083,0.000024042,0x00,0xFF
"SPI","result",0.042319333,0.000024042,0x00,0xFF
"SPI","result",0.042358583,0.000024042,0x01,0xFF
"SPI","result",0.042397917,0.000024042,0xFF,0xFF
"SPI","result",0.042437417,0.000024042,0xFF,0x01
"SPI","disable",0.0424705,0.000000042,,
"SPI","enable",0.04251075,0.000000042,,
"SPI","result",0.042519208,0.000024042,0xFF,0xFF
"SPI","result",0.042558667,0.000024042,0xFF,0xFF
"SPI","result",0.042598792,0.000024083,0x77,0xFF
"SPI","result",0.042638042,0.000024042,0x00,0xFF
"SPI","result",0.042677292,0.000024042,0x00,0xFF
"SPI","result",0.0427165,0.000024042,0x00,0xFF
"SPI","result",0.042755792,0.000024042,0x00,0xFF
"SPI","result",0.042795042,0.000024042,0x01,0xFF
"SPI","result",0.042834375,0.000024042,0xFF,0xFF
"SPI","result",0.042873875,0.000024042,0xFF,0x01
"SPI","disable",0.042905958,0.000000042,,
"SPI","enable",0.042946292,0.000000042,,
"SPI","result",0.04295475,0.000024042,0xFF,0xFF
"SPI","result",0.042994417,0.000024042,0xFF,0xFF
"SPI","result",0.043034583,0.000024042,0x69,0xFF
"SPI","result",0.043073792,0.000024042,0x40,0xFF
"SPI","result",0.043113042,0.000024083,0x00,0xFF
"SPI","result",0.043152292,0.000024042,0x00,0xFF
"SPI","result",0.043191542,0.000024042,0x00,0xFF
"SPI","result",0.043230792,0.000024042,0x01,0xFF
"SPI","result",0.043270125,0.000024042,0xFF,0xFF
"SPI","result",0.043309625,0.000024042,0xFF,0x01
"SPI","disable",0.043342708,0.000000042,,
"SPI","enable",0.043383,0.000000042,,
"SPI","result",0.043391458,0.000024042,0xFF,0xFF
"SPI","result",0.043431083,0.000024083,0xFF,0xFF
"SPI","result",0.04347125,0.000024042,0x77,0xFF
"SPI","result",0.043510458,0.000024042,0x00,0xFF
"SPI","result",0.043549542,0.000024042,0x00,0xFF
"SPI","result",0.04358875,0.000024042,0x00,0xFF
"SPI","result",0.043628,0.000024042,0x00,0xFF
"SPI","result",0.043667292,0.000024042,0x01,0xFF
"SPI","result",0.043706625,0.000024042,0xFF,0xFF
"SPI","result",0.043746083,0.000024083,0xFF,0x01
"SPI","disable",0.043778208,0.000000042,,
"SPI","enable",0.0438185,0.000000042,,
"SPI","result",0.043827,0.000024042,0xFF,0xFF
"SPI","result",0.043866625,0.000024042,0xFF,0xFF
"SPI","result",0.04390675,0.000024042,0x69,0xFF
"SPI","result",0.043945958,0.000024083,0x40,0xFF
"SPI","result",0.04398525,0.000024042,0x00,0xFF
"SPI","result",0.044024458,0.000024042,0x00,0xFF
"SPI","result",0.044063708,0.000024042,0x00,0xFF
"SPI","result",0.044103,0.000024,0x01,0xFF
"SPI","result",0.044142292,0.000024042,0xFF,0xFF
"SPI","result",0.044181792,0.000024042,0xFF,0x01
"SPI","disable",0.044214875,0.000000042,,
"SPI","enable",0.044255125,0.000000042,,
"SPI","result",0.044263625,0.000024042,0xFF,0xFF
"SPI","result",0.04430325,0.000024042,0xFF,0xFF
"SPI","result",0.044343417,0.000024042,0x77,0xFF
"SPI","result",0.044382625,0.000024042,0x00,0xFF
"SPI","result",0.044421875,0.000024042,0x00,0xFF
"SPI","result",0.044461083,0.000024042,0x00,0xFF
"SPI","result",0.044500375,0.000024,0x00,0xFF
"SPI","result",0.044540417,0.000024042,0x01,0xFF
"SPI","result",0.04457975,0.000024042,0xFF,0xFF
"SPI","result",0.044619208,0.000024042,0xFF,0x01
"SPI","disable",0.044651333,0.000000042,,
"SPI","enable",0.044691625,0.000000042,,
"SPI","result",0.044700083,0.000024042,0xFF,0xFF
"SPI","result",0.04473975,0.000024042,0xFF,0xFF
"SPI","result",0.044779875,0.000024042,0x69,0xFF
"SPI","result",0.044819083,0.000024042,0x40,0xFF
"SPI","result",0.044858375,0.000024042,0x00,0xFF
"SPI","result",0.044897583,0.000024042,0x00,0xFF
"SPI","result",0.044936833,0.000024042,0x00,0xFF
"SPI","result",0.044976083,0.000024042,0x01,0xFF
"SPI","result",0.045015417,0.000024042,0xFF,0xFF
"SPI","result",0.045054917,0.000024042,0xFF,0x01
"SPI","disable",0.045088,0.000000042,,
"SPI","enable",0.04512825,0.000000042,,
"SPI","result",0.04513675,0.000024042,0xFF,0xFF
"SPI","result",0.045176375,0.000024042,0xFF,0xFF
"SPI","result",0.0452165,0.000024042,0x77,0xFF
"SPI","result",0.045255708,0.000024042,0x00,0xFF
"SPI","result",0.045295,0.000024042,0x00,0xFF
"SPI","result",0.045334208,0.000024042,0x00,0xFF
"SPI","result",0.045373458,0.000024042,0x00,0xFF
"SPI","result",0.045412708,0.000024042,0x01,0xFF
"SPI","result",0.045452042,0.000024042,0xFF,0xFF
"SPI","result",0.045491542,0.000024042,0xFF,0x01
"SPI","disable",0.045523625,0.000000042,,
"SPI","enable",0.045564708,0.000000042,,
"SPI","result",0.045573208,0.000024042,0xFF,0xFF
"SPI","result",0.045612833,0.000024042,0xFF,0xFF
"SPI","result",0.045652958,0.000024042,0x69,0xFF
"SPI","result",0.045692167,0.000024042,0x40,0xFF
"SPI","result",0.045731417,0.000024042,0x00,0xFF
"SPI","result",0.045770625,0.000024042,0x00,0xFF
"SPI","result",0.045809917,0.000024042,0x00,0xFF
"SPI","result",0.045849167,0.000024042,0x01,0xFF
"SPI","result",0.0458885,0.000024042,0xFF,0xFF
"SPI","result",0.045927958,0.000024042,0xFF,0x01
"SPI","disable",0.045961042,0.000000042,,
"SPI","enable",0.046001333,0.000000042,,
"SPI","result",0.046009792,0.000024042,0xFF,0xFF
"SPI","result",0.046049417,0.000024042,0xFF,0xFF
"SPI","result",0.046089542,0.000024042,0x77,0xFF
"SPI","result",0.04612875,0.000024042,0x00,0xFF
"SPI","result",0.046168,0.000024042,0x00,0xFF
"SPI","result",0.046207208,0.000024042,0x00,0xFF
"SPI","result",0.046246458,0.000024042,0x00,0xFF
"SPI","result",0.046285708,0.000024042,0x01,0xFF
"SPI","result",0.046325042,0.000024042,0xFF,0xFF
"SPI","result",0.046364542,0.000024042,0xFF,0x01
"SPI","disable",0.046396625,0.000000042,,
"SPI","enable",0.046436958,0.000000042,,
"SPI","result",0.046445417,0.000024042,0xFF,0xFF
"SPI","result",0.046485042,0.000024042,0xFF,0xFF
"SPI","result",0.046525167,0.000024083,0x69,0xFF
"SPI","result",0.046564208,0.000024042,0x40,0xFF
"SPI","result",0.0466035,0.000024042,0x00,0xFF
"SPI","result",0.046642708,0.000024042,0x00,0xFF
"SPI","result",0.046681958,0.000024042,0x00,0xFF
"SPI","result",0.046721208,0.000024042,0x01,0xFF
"SPI","result",0.0467605,0.000024042,0xFF,0xFF
"SPI","result",0.0468,0.000024042,0xFF,0x01
"SPI","disable",0.046833083,0.000000042,,
"SPI","enable",0.046873333,0.000000042,,
"SPI","result",0.046881792,0.000024042,0xFF,0xFF
"SPI","result",0.046921458,0.000024042,0xFF,0xFF
"SPI","result",0.046961583,0.000024042,0x77,0xFF
"SPI","result",0.047000792,0.000024042,0x00,0xFF
"SPI","result",0.047040042,0.000024042,0x00,0xFF
"SPI","result",0.04707925,0.000024,0x00,0xFF
"SPI","result",0.0471185,0.000024042,0x00,0xFF
"SPI","result",0.04715775,0.000024042,0x01,0xFF
"SPI","result",0.047197083,0.000024042,0xFF,0xFF
"SPI","result",0.047236583,0.000024,0xFF,0x01
"SPI","disable",0.047268667,0.000000042,,
"SPI","enable",0.047308958,0.000000042,,
"SPI","result",0.047317417,0.000024042,0xFF,0xFF
"SPI","result",0.047357083,0.000024042,0xFF,0xFF
"SPI","result",0.047397208,0.000024042,0x69,0xFF
"SPI","result",0.047436417,0.000024,0x40,0xFF
"SPI","result",0.047475667,0.000024042,0x00,0xFF
"SPI","result",0.047514875,0.000024042,0x00,0xFF
"SPI","result",0.047553958,0.000024042,0x00,0xFF
"SPI","result",0.047593208,0.000024042,0x01,0xFF
"SPI","result",0.047632542,0.000024042,0xFF,0xFF
"SPI","result",0.047672042,0.000024042,0xFF,0x01
"SPI","disable",0.047705125,0.000000042,,
"SPI","enable",0.047745417,0.000000042,,
"SPI","result",0.047753875,0.000024042,0xFF,0xFF
"SPI","result",0.047793542,0.000024042,0xFF,0xFF
"SPI","result",0.047833667,0.000024042,0x77,0xFF
"SPI","result",0.047872875,0.000024042,0x00,0xFF
"SPI","result",0.047912167,0.000024042,0x00,0xFF
"SPI","result",0.047951375,0.000024042,0x00,0xFF
"SPI","result",0.047990625,0.000024042,0x00,0xFF
"SPI","result",0.048029875,0.000024042,0x01,0xFF
"SPI","result",0.04806925,0.000024,0xFF,0xFF
"SPI","result",0.048108708,0.000024042,0xFF,0x01
"SPI","disable",0.048140833,0.000000042,,
"SPI","enable",0.048181125,0.000000042,,
"SPI","result",0.048189583,0.000024042,0xFF,0xFF
"SPI","result",0.048229208,0.000024042,0xFF,0xFF
"SPI","result",0.048269375,0.000024042,0x69,0xFF
"SPI","result",0.048308583,0.000024042,0x40,0xFF
"SPI","result",0.048347833,0.000024042,0x00,0xFF
"SPI","result",0.048387042,0.000024042,0x00,0xFF
"SPI","result",0.048426292,0.000024042,0x00,0xFF
"SPI","result",0.048465542,0.000024042,0x01,0xFF
"SPI","result",0.048504875,0.000024042,0xFF,0xFF
"SPI","result",0.048544167,0.000024042,0xFF,0x01
"SPI","disable",0.04857725,0.000000042,,
"SPI","enable",0.0486175,0.000000042,,
"SPI","result",0.048626,0.000024042,0xFF,0xFF
"SPI","result",0.048665625,0.000024042,0xFF,0xFF
"SPI","result",0.04870575,0.000024042,0x77,0xFF
"SPI","result",0.048744958,0.000024042,0x00,0xFF
"SPI","result",0.048784208,0.000024042,0x00,0xFF
"SPI","result",0.048823417,0.000024,0x00,0xFF
"SPI","result",0.048862667,0.000024,0x00,0xFF
"SPI","result",0.048901917,0.000024,0x01,0xFF
"SPI","result",0.04894125,0.000024042,0xFF,0xFF
"SPI","result",0.048980708,0.000024042,0xFF,0x01
"SPI","disable",0.049012792,0.000000042,,
"SPI","enable",0.049053125,0.000000042,,
"SPI","result",0.049061583,0.000024042,0xFF,0xFF
"SPI","result",0.04910125,0.000024,0xFF,0xFF
"SPI","result",0.049141375,0.000024042,0x69,0xFF
"SPI","result",0.049180583,0.000024,0x40,0xFF
"SPI","result",0.049219833,0.000024042,0x00,0xFF
"SPI","result",0.049259042,0.000024,0x00,0xFF
"SPI","result",0.049298292,0.000024042,0x00,0xFF
"SPI","result",0.049337542,0.000024042,0x01,0xFF
"SPI","result",0.049376875,0.000024,0xFF,0xFF
"SPI","result",0.049416333,0.000024042,0xFF,0x01
"SPI","disable",0.049449417,0.000000042,,
"SPI","enable",0.049489708,0.000000042,,
"SPI","result",0.049498167,0.000024042,0xFF,0xFF
"SPI","result",0.049538583,0.000024042,0xFF,0xFF
"SPI","result",0.049578708,0.000024042,0x77,0xFF
"SPI","result",0.049617917,0.000024042,0x00,0xFF
"SPI","result",0.049657208,0.000024,0x00,0xFF
"SPI","result",0.049696417,0.000024042,0x00,0xFF
"SPI","result",0.049735667,0.000024042,0x00,0xFF
"SPI","result",0.049774917,0.000024042,0x01,0xFF
"SPI","result",0.04981425,0.000024042,0xFF,0xFF
"SPI","result",0.049853708,0.000024042,0xFF,0x01
"SPI","disable",0.049885833,0.000000042,,
"SPI","enable",0.049926125,0.000000042,,
"SPI","result",0.049934625,0.000024042,0xFF,0xFF
"SPI","result",0.04997425,0.000024042,0xFF,0xFF
"SPI","result",0.050014375,0.000024042,0x69,0xFF
"SPI","result",0.050053625,0.000024042,0x40,0xFF
"SPI","result",0.050092875,0.000024042,0x00,0xFF
"SPI","result",0.050132083,0.000024042,0x00,0xFF
"SPI","result",0.050171333,0.000024042,0x00,0xFF
"SPI","result",0.050210583,0.000024042,0x01,0xFF
"SPI","result",0.050249917,0.000024042,0xFF,0xFF
"SPI","result",0.050289417,0.000024042,0xFF,0x01
"SPI","disable",0.0503225,0.000000042,,
"SPI","enable",0.05036275,0.000000042,,
"SPI","result",0.05037125,0.000024,0xFF,0xFF
"SPI","result",0.050410875,0.000024042,0xFF,0xFF
"SPI","result",0.050451,0.000024042,0x77,0xFF
"SPI","result",0.05049025,0.000024042,0x00,0xFF
"SPI","result",0.050530292,0.000024042,0x00,0xFF
"SPI","result",0.0505695,0.000024042,0x00,0xFF
"SPI","result",0.05060875,0.000024042,0x00,0xFF
"SPI","result",0.050648,0.000024042,0x01,0xFF
"SPI","result",0.050687333,0.000024042,0xFF,0xFF
"SPI","result",0.050726833,0.000024042,0xFF,0x01
"SPI","disable",0.050758917,0.000000042,,
"SPI","enable",0.050799208,0.000000042,,
"SPI","result",0.050807667,0.000024042,0xFF,0xFF
"SPI","result",0.050847333,0.000024042,0xFF,0xFF
"SPI","result",0.050887458,0.000024042,0x69,0xFF
"SPI","result",0.050926667,0.000024042,0x40,0xFF
"SPI","result",0.050965917,0.000024042,0x00,0xFF
"SPI","result",0.051005125,0.000024042,0x00,0xFF
"SPI","result",0.051044375,0.000024042,0x00,0xFF
"SPI","result",0.051083625,0.000024042,0x01,0xFF
"SPI","result",0.051122958,0.000024042,0xFF,0xFF
"SPI","result",0.051162417,0.000024042,0xFF,0x01
"SPI","disable",0.0511955,0.000000042,,
"SPI","enable",0.051235792,0.000000042,,
"SPI","result",0.05124425,0.000024042,0xFF,0xFF
"SPI","result",0.051283875,0.000024042,0xFF,0xFF
"SPI","result",0.051324,0.000024042,0x77,0xFF
"SPI","result",0.051363208,0.000024042,0x00,0xFF
"SPI","result",0.0514025,0.000024042,0x00,0xFF
"SPI","result",0.051441708,0.000024042,0x00,0xFF
"SPI","result",0.051480958,0.000024042,0x00,0xFF
"SPI","result",0.051520208,0.000024042,0x01,0xFF
"SPI","result",0.051559417,0.000024042,0xFF,0xFF
"SPI","result",0.051598875,0.000024042,0xFF,0x01
"SPI","disable",0.051630958,0.000000042,,
"SPI","enable",0.051671292,0.000000042,,
"SPI","result",0.05167975,0.000024042,0xFF,0xFF
"SPI","result",0.051719375,0.000024042,0xFF,0xFF
"SPI","result",0.051759542,0.000024042,0x69,0xFF
"SPI","result",0.05179875,0.000024042,0x40,0xFF
"SPI","result",0.051838,0.000024,0x00,0xFF
"SPI","result",0.051877208,0.000024,0x00,0xFF
"SPI","result",0.051916458,0.000024,0x00,0xFF
"SPI","result",0.051955708,0.000024042,0x01,0xFF
"SPI","result",0.051995042,0.000024,0xFF,0xFF
"SPI","result",0.0520345,0.000024042,0xFF,0x01
"SPI","disable",0.052067583,0.000000042,,
"SPI","enable",0.052107833,0.000000042,,
"SPI","result",0.052116292,0.000024042,0xFF,0xFF
"SPI","result",0.052155958,0.000024042,0xFF,0xFF
"SPI","result",0.052196083,0.000024042,0x77,0xFF
"SPI","result",0.052235292,0.000024042,0x00,0xFF
"SPI","result",0.052274542,0.000024042,0x00,0xFF
"SPI","result",0.05231375,0.000024042,0x00,0xFF
"SPI","result",0.052353,0.000024042,0x00,0xFF
"SPI","result",0.052392292,0.000024042,0x01,0xFF
"SPI","result",0.052431625,0.000024042,0xFF,0xFF
"SPI","result",0.052471125,0.000024042,0xFF,0x01
"SPI","disable",0.052503208,0.000000042,,
"SPI","enable",0.052543333,0.000000042,,
"SPI","result",0.052551792,0.000024042,0xFF,0xFF
"SPI","result",0.052591458,0.000024042,0xFF,0xFF
"SPI","result",0.052631583,0.000024042,0x69,0xFF
"SPI","result",0.052670792,0.000024042,0x40,0xFF
"SPI","result",0.052710083,0.000024042,0x00,0xFF
"SPI","result",0.052749292,0.000024042,0x00,0xFF
"SPI","result",0.052788542,0.000024042,0x00,0xFF
"SPI","result",0.052827792,0.000024042,0x01,0xFF
"SPI","result",0.052867125,0.000024042,0xFF,0xFF
"SPI","result",0.052906625,0.000024042,0xFF,0x01
"SPI","disable",0.052939708,0.000000042,,
"SPI","enable",0.05298,0.000000042,,
"SPI","result",0.052988458,0.000024042,0xFF,0xFF
"SPI","result",0.053028083,0.000024042,0xFF,0xFF
"SPI","result",0.053068208,0.000024042,0x77,0xFF
"SPI","result",0.053107417,0.000024042,0x00,0xFF
"SPI","result",0.053146667,0.000024042,0x00,0xFF
"SPI","result",0.053185875,0.000024042,0x00,0xFF
"SPI","result",0.053225167,0.000024042,0x00,0xFF
"SPI","result",0.053264417,0.000024042,0x01,0xFF
"SPI","result",0.05330375,0.000024042,0xFF,0xFF
"SPI","result",0.053343208,0.000024042,0xFF,0x01
"SPI","disable",0.053375333,0.000000042,,
"SPI","enable",0.053415625,0.000000042,,
"SPI","result",0.053424083,0.000024042,0xFF,0xFF
"SPI","result",0.05346375,0.000024,0xFF,0xFF
"SPI","result",0.053503875,0.000024042,0x69,0xFF
"SPI","result",0.053542917,0.000024042,0x40,0xFF
"SPI","result",0.053582167,0.000024042,0x00,0xFF
"SPI","result",0.053621375,0.000024042,0x00,0xFF
"SPI","result",0.053660667,0.000024042,0x00,0xFF
"SPI","result",0.053699917,0.000024042,0x01,0xFF
"SPI","result",0.05373925,0.000024042,0xFF,0xFF
"SPI","result",0.05377875,0.000024042,0xFF,0x01
"SPI","disable",0.053811833,0.000000042,,
"SPI","enable",0.053852125,0.000000042,,
"SPI","result",0.053860583,0.000024042,0xFF,0xFF
"SPI","result",0.05390025,0.000024042,0xFF,0xFF
"SPI","result",0.053940375,0.000024042,0x77,0xFF
"SPI","result",0.053979583,0.000024042,0x00,0xFF
"SPI","result",0.054018833,0.000024042,0x00,0xFF
"SPI","result",0.054058042,0.000024042,0x00,0xFF
"SPI","result",0.054097333,0.000024042,0x00,0xFF
"SPI","result",0.054136583,0.000024042,0x01,0xFF
"SPI","result",0.054175917,0.000024,0xFF,0xFF
"SPI","result",0.054215375,0.000024042,0xFF,0x01
"SPI","disable",0.054247458,0.000000042,,
"SPI","enable",0.054287792,0.000000042,,
"SPI","result",0.05429625,0.000024042,0xFF,0xFF
"SPI","result",0.054335917,0.000024042,0xFF,0xFF
"SPI","result",0.054376042,0.000024042,0x69,0xFF
"SPI","result",0.05441525,0.000024042,0x40,0xFF
"SPI","result",0.0544545,0.000024042,0x00,0xFF
"SPI","result",0.054493708,0.000024083,0x00,0xFF
"SPI","result",0.054533792,0.000024042,0x00,0xFF
"SPI","result",0.054573083,0.000024042,0x01,0xFF
"SPI","result",0.054612417,0.000024042,0xFF,0xFF
"SPI","result",0.054651875,0.000024083,0xFF,0x01
"SPI","disable",0.054685,0.000000042,,
"SPI","enable",0.05472525,0.000000042,,
"SPI","result",0.054733708,0.000024042,0xFF,0xFF
"SPI","result",0.054773375,0.000024042,0xFF,0xFF
"SPI","result",0.054813542,0.000024042,0x77,0xFF
"SPI","result",0.05485275,0.000024042,0x00,0xFF
"SPI","result",0.054892,0.000024042,0x00,0xFF
"SPI","result",0.054931208,0.000024042,0x00,0xFF
"SPI","result",0.0549705,0.000024042,0x00,0xFF
"SPI","result",0.05500975,0.000024042,0x01,0xFF
"SPI","result",0.055049083,0.000024042,0xFF,0xFF
"SPI","result",0.055088583,0.000024042,0xFF,0x01
"SPI","disable",0.055120667,0.000000042,,
"SPI","enable",0.055161,0.000000042,,
"SPI","result",0.055169458,0.000024042,0xFF,0xFF
"SPI","result",0.055209125,0.000024042,0xFF,0xFF
"SPI","result",0.05524925,0.000024042,0x69,0xFF
"SPI","result",0.0552885,0.000024042,0x40,0xFF
"SPI","result",0.05532775,0.000024042,0x00,0xFF
"SPI","result",0.055366958,0.000024042,0x00,0xFF
"SPI","result",0.055406208,0.000024042,0x00,0xFF
"SPI","result",0.0554455,0.000024042,0x01,0xFF
"SPI","result",0.055484833,0.000024042,0xFF,0xFF
"SPI","result",0.055524333,0.000024042,0xFF,0x01
"SPI","disable",0.05555725,0.000000042,,
"SPI","enable",0.0555975,0.000000042,,
"SPI","result",0.055606,0.000024042,0xFF,0xFF
"SPI","result",0.055645625,0.000024083,0xFF,0xFF
"SPI","result",0.055685792,0.000024042,0x77,0xFF
"SPI","result",0.055725,0.000024042,0x00,0xFF
"SPI","result",0.055764292,0.000024042,0x00,0xFF
"SPI","result",0.0558035,0.000024042,0x00,0xFF
"SPI","result",0.055842792,0.000024042,0x00,0xFF
"SPI","result",0.055882042,0.000024042,0x01,0xFF
"SPI","result",0.055921375,0.000024042,0xFF,0xFF
"SPI","result",0.055960875,0.000024042,0xFF,0x01
"SPI","disable",0.055993,0.000000042,,
"SPI","enable",0.056033292,0.000000042,,
"SPI","result",0.056041792,0.000024042,0xFF,0xFF
"SPI","result",0.056081458,0.000024042,0xFF,0xFF
"SPI","result",0.056121583,0.000024042,0x69,0xFF
"SPI","result",0.056160833,0.000024,0x40,0xFF
"SPI","result",0.056200083,0.000024042,0x00,0xFF
"SPI","result",0.056239292,0.000024042,0x00,0xFF
"SPI","result",0.056278542,0.000024042,0x00,0xFF
"SPI","result",0.056317833,0.000024042,0x01,0xFF
"SPI","result",0.056357167,0.000024042,0xFF,0xFF
"SPI","result",0.056396667,0.000024042,0xFF,0x01
"SPI","disable",0.05642975,0.000000042,,
"SPI","enable",0.05647,0.000000042,,
"SPI","result",0.056478458,0.000024042,0xFF,0xFF
"SPI","result",0.056518125,0.000024042,0xFF,0xFF
"SPI","result",0.056558083,0.000024042,0x77,0xFF
"SPI","result",0.056597292,0.000024042,0x00,0xFF
"SPI","result",0.056636542,0.000024042,0x00,0xFF
"SPI","result",0.05667575,0.000024042,0x00,0xFF
"SPI","result",0.056715042,0.000024042,0x00,0xFF
"SPI","result",0.056754292,0.000024042,0x01,0xFF
"SPI","result",0.056793625,0.000024042,0xFF,0xFF
"SPI","result",0.056833125,0.000024042,0xFF,0x01
"SPI","disable",0.056865208,0.000000042,,
"SPI","enable",0.056905542,0.000000042,,
"SPI","result",0.056914,0.000024042,0xFF,0xFF
"SPI","result",0.056953667,0.000024042,0xFF,0xFF
